p1,p5,p10,p20
18.383012,18.284582,18.469043,18.790404
19.668827,19.418981,19.646296,19.683785
20.493620,20.299417,20.187877,20.775535
22.015380,22.519697,22.259909,22.095976
25.110721,25.505988,25.007078,23.413222
