p1,p5,p10,p20
24.021326,24.495244,24.949935,25.339584
24.121587,24.624249,25.048819,25.462365
24.251657,24.716630,25.138767,25.594467
24.336415,24.832696,25.260916,25.709881
24.460555,24.938630,25.373502,25.799467
