p1,p5,p10,p20
19.600000,32.600000,43.000000,105.600000
18.000000,27.000000,38.000000,57.000000
16.000000,25.000000,35.000000,54.000000
13.000000,23.000000,33.000000,56.000000
13.000000,22.000000,40.000000,80091.800000
