p1,p5,p10,p20
7.353665,7.253003,7.369506,7.215466
8.185586,8.183827,8.205741,8.217938
9.340951,9.239724,9.374708,9.368532
11.521459,11.515758,11.597866,11.570213
15.897898,15.782365,15.941386,14.106563
