p1,p5,p10,p20
6.460850,7.116515,8.133896,37.719707
10.442071,13.413430,16.836570,23.105146
14.891672,20.617387,26.973355,39.818205
21.921314,33.668822,46.399393,71.443333
36.287603,58.329245,82.581009,97.646287
