p1,p5,p10,p20
19.091623,19.903833,21.386358,24.063167
25.015443,30.576111,37.117843,49.823639
30.368252,41.608296,54.731534,79.334615
42.003025,62.559630,87.148406,90.122045
61.828473,97.930602,87.846535,88.026458
