p1,p5,p10,p20
21.614815,48.233333,61.211111,137.092593
16.224444,47.077037,84.628889,155.157037
17.280000,49.828148,94.307778,330.160000
19.560741,87.567778,353.133148,149319.858889
37.407037,1109.609815,155924.875556,510778.500185
