p1,p5,p10,p20
9.425397,9.434153,9.412616,9.360067
13.378852,13.303322,13.111205,13.140458
18.142913,17.906997,17.809233,17.619003
27.088302,26.706543,26.490157,26.336591
43.001063,41.927714,41.591433,33.254544
