p1,p5,p10,p20
7.443311,8.670633,10.016225,12.777367
11.683770,17.254085,23.620521,37.151639
15.462516,26.280514,39.449712,64.760675
23.067932,43.961759,68.927618,73.757438
35.040487,73.797966,68.062835,71.428173
