p-1,p1,p5,p10,p20
3.474074,5.418519,9.455556,14.462963,24.596296
3.300741,5.325926,9.354815,14.320000,24.357778
3.147778,5.136667,9.132222,14.176667,24.113333
3.062778,5.026481,9.063333,14.015370,24.079630
2.917407,4.942500,8.973889,13.949907,23.983426
