p-1,p1,p5,p10,p20
99.107682,98.070364,98.642450,98.303212,97.978146
97.238344,98.622403,98.502532,98.702143,98.363616
98.666869,98.087042,97.885288,98.319519,98.706346
98.176562,97.998145,97.662934,97.416530,97.298644
97.949419,98.552896,98.092043,97.817982,97.418466
