p1,p5,p10,p20
5.190861,5.905132,6.155993,7.240331
7.637655,8.702671,11.407818,16.000000
9.533045,12.440479,17.274696,26.358083
12.639748,19.773513,27.966625,47.317413
17.593323,31.730765,49.534847,83.422018
