p1,p5,p10,p20
10.903167,5.241927,5.282285,5.540264
13.009837,6.077190,5.835686,6.196612
7.623270,6.945916,7.036302,7.104952
9.152247,9.162880,9.132816,9.176835
12.116503,12.142362,12.020277,12.225767
