p1,p5,p10,p20
5.998046,5.961151,5.980563,6.013477
7.315244,6.645342,6.653909,6.661792
7.933942,7.434920,7.488882,7.366006
8.890347,8.899494,8.961577,8.731230
11.997805,11.939664,11.731779,11.590734
