p-1,p1,p5,p10,p20
3.392593,56.103704,59.659259,60.407407,69.740741
3.305926,52.170370,55.670370,60.064444,68.668148
3.077407,51.661111,55.543333,60.029630,68.968148
2.992778,332.549259,10785.634074,25820.651667,54952.601296
2.946204,162748.222130,184798.776481,216906.864815,276127.794444
