p-1,p1,p5,p10,p20
98.899535,97.371600,97.264286,97.320864,96.755847
98.729935,97.771902,97.635588,97.742689,97.284918
98.869482,98.349871,98.206752,93.810289,97.803355
99.080820,98.850857,98.753443,95.965194,98.307084
98.911138,99.001037,98.979387,97.614740,87.668909
