p-1,p1,p5,p10,p20
7.915083,9.096133,9.477010,9.516545,9.709203
9.153137,10.129115,10.804085,10.860754,11.047344
10.686958,12.408581,12.458199,20.162701,12.592903
13.781230,15.624127,16.057934,17.386917,17.035060
20.756462,20.373355,21.711963,18.762405,17.755086
