p1,p5,p10,p20
20.484042,20.077034,20.085549,20.032457
20.366030,20.253923,20.225364,20.191819
20.377819,20.247709,20.261493,20.238619
20.357893,20.438097,20.287348,20.274051
20.484281,20.441629,20.442755,20.545575
