p1,p5,p10,p20
4.300000,8.833333,13.848148,22.933333
4.181481,8.538519,13.448889,23.476296
4.081852,8.300000,13.378519,23.825185
3.957222,8.236296,13.390926,24.349630
3.895741,8.201759,14.018611,88.764259
