p1,p5,p10,p20
24.030873,23.040317,23.105628,23.101563
23.374823,23.213636,23.142048,23.172378
23.371718,23.361777,23.276771,23.350245
23.728331,23.758783,23.704768,23.699428
24.288979,24.332210,24.282202,24.414403
