p1,p5,p10,p20
7.691516,7.596378,7.639423,7.639617
8.266635,8.283082,8.253553,8.173060
8.994814,8.940654,8.977609,8.931517
10.664985,10.684526,10.605199,10.646300
13.277982,13.237405,13.363392,15.737513
