p1,p5,p10,p20
24.357961,24.198660,24.190429,24.151433
24.455501,24.545033,24.426061,24.470754
24.676613,24.790518,24.675180,24.667159
24.915752,24.912616,24.857546,24.791583
25.242765,25.193380,25.198142,25.385869
