p1,p5,p10,p20
10.000000,19.000000,30.000000,55.600000
9.000000,19.000000,29.000000,49.000000
8.000000,18.000000,28.000000,47.000000
8.000000,17.000000,28.000000,47.000000
7.000000,17.000000,28.000000,46025.400000
