p1,p5,p10,p20
28.704923,28.826174,28.854194,29.011627
28.789128,28.934071,28.962220,29.121019
29.024324,29.028340,29.173705,29.295063
29.433304,29.494522,29.612673,29.696770
30.173404,30.028369,30.204691,30.279919
