p1,p5,p10,p20
11.972517,12.338377,12.619703,13.813828
12.682476,15.104300,17.307850,21.932987
13.817412,18.243718,22.452564,31.566038
17.281195,24.866751,33.064574,50.660032
21.067628,36.241284,53.224970,84.098198
