p1,p5,p10,p20
7.583146,7.448444,7.520000,7.683709
8.193192,8.118469,8.098247,8.282508
9.000289,8.901026,9.065112,9.061635
10.536855,10.432799,10.719243,10.238833
13.352072,13.296265,13.196386,13.687140
