p1,p5,p10,p20
7.000000,15.000000,24.000000,43.000000
6.000000,15.000000,24.000000,45.000000
6.000000,14.000000,24.000000,44.100000
6.000000,14.000000,24.000000,45.000000
6.000000,14.000000,24.000000,153230.300000
