p-1,p1,p5,p10,p20
19.286196,19.128741,19.174173,19.168355,19.163613
19.305181,19.200338,19.239086,19.183524,19.176947
19.375631,19.352423,19.366727,19.409365,19.418004
19.659605,19.666225,19.624939,19.743543,19.763652
20.143448,20.573840,20.651942,20.661724,20.717071
