p-1,p1,p5,p10,p20
7.473894,10.922616,11.314106,11.698510,12.389801
8.398078,30.254593,31.877712,34.031623,38.349838
8.005241,53.325737,56.886571,60.499679,68.388173
9.010031,95.335174,96.492900,96.959609,96.520024
12.019878,97.069984,98.325116,97.362839,98.004307
