p1,p5,p10,p20
28.098015,28.204828,28.341140,28.411851
28.139117,28.242876,28.341941,28.456144
28.206382,28.297187,28.397440,28.476631
28.210336,28.341042,28.453163,28.516983
28.284522,28.392762,28.452709,28.536532
