p1,p5,p10,p20
12.401438,12.564919,13.262932,14.061303
14.494675,15.872524,18.296505,22.614806
15.177885,19.506506,23.924630,33.029453
17.361801,25.052853,34.022364,51.865833
22.206101,37.221609,55.168291,87.057651
