p1,p5,p10,p20
29.087435,29.182020,29.223463,29.361749
29.180365,29.233302,29.403243,29.502077
29.354623,29.440638,29.505332,29.629919
29.731288,29.836819,29.968392,30.008631
30.325183,30.505025,30.534571,30.406317
