p1,p5,p10,p20
30.234733,30.312075,30.343197,30.408452
30.460425,30.472662,30.550142,30.656697
30.513007,30.575335,30.669869,30.701136
30.603758,30.676587,30.711227,30.795103
30.718080,30.766258,30.861086,30.912306
