p1,p5,p10,p20
11.742277,12.268510,12.786799,13.595464
13.066515,15.299739,16.670098,21.804838
14.917796,18.567267,22.533750,31.284904
17.290063,24.933407,33.226183,50.608423
21.369940,35.908614,53.370665,84.279124
