p1,p5,p10,p20
6.000000,10.000000,15.000000,26.000000
6.000000,10.000000,15.000000,25.000000
6.000000,10.000000,15.000000,25.000000
5.000000,10.000000,14.000000,25.000000
5.000000,9.000000,14.000000,24.000000
