p1,p5,p10,p20
5.418519,9.455556,14.462963,24.596296
5.325926,9.354815,14.320000,24.357778
5.136667,9.132222,14.176667,24.113333
5.026481,9.063333,14.015370,24.079630
4.942500,8.973889,13.949907,23.983426
