p1,p5,p10,p20
20.064427,20.096104,20.099294,20.034844
20.195603,20.114296,20.150145,20.089684
20.210117,20.275864,20.253561,20.247379
20.258083,20.257607,20.295939,20.343867
20.386833,20.250480,20.268088,20.290711
