p1,p5,p10,p20
7.795265,7.733388,7.792781,7.722914
8.430909,8.328339,8.324332,8.283312
9.185719,9.171374,9.141597,8.977372
10.742997,10.602934,10.411767,11.546010
13.561662,13.254608,14.724742,11.526888
