p1,p5,p10,p20
11.233333,25.188889,39.607407,67.396296
10.862222,24.917778,39.500000,67.716296
9.943333,24.066667,38.664444,67.866296
9.621481,23.462037,39.646481,41633.398889
9.531481,27.464167,67358.967963,246435.915370
