p1,p5,p10,p20
7.877377,7.842791,7.912638,7.832538
8.470242,8.442085,8.451121,8.446054
9.182679,9.239494,9.214405,9.178185
10.759766,10.736393,10.772865,12.031370
13.314620,13.281517,14.990617,11.962399
