p1,p5,p10,p20
29.321758,29.401498,29.499454,29.602913
29.874452,29.990764,30.044668,30.196557
30.355850,30.433540,30.482908,30.583404
30.908001,30.997540,31.165511,31.506330
32.168294,32.296830,32.680352,32.915500
