p-1,p1,p5,p10,p20
7.499010,7.507285,7.451258,7.466469,7.490033
8.106580,8.148534,8.073160,8.063518,8.072769
8.932733,8.950705,8.933077,8.941058,8.832981
10.606238,10.201572,10.143180,10.896264,10.829927
13.606288,12.519396,12.065498,11.858051,11.146700
