p-1,p1,p5,p10,p20
5.750233,5.964551,5.969233,5.833422,5.631927
6.670492,7.023454,6.697246,6.530721,6.601344
7.372419,7.787621,7.512830,7.611768,7.336527
9.240571,9.427873,9.552738,9.265155,8.782372
12.838000,9.679951,9.195092,8.995878,8.661526
