p-1,p1,p5,p10,p20
97.288251,98.634636,98.213907,98.203927,98.283146
97.799642,98.497752,98.420423,98.462736,98.527980
98.290450,98.457788,98.469679,98.524455,98.591026
98.558370,98.523208,98.438777,98.427949,98.439927
98.731779,98.395987,98.310720,98.508517,98.524479
