p-1,p1,p5,p10,p20
19.151681,19.190637,19.136701,19.217489,19.225986
19.258769,19.299640,19.281435,19.274046,19.332678
19.423598,19.372160,19.384776,19.512918,19.482784
19.690468,19.712723,19.672242,19.800380,19.928143
20.221509,20.662298,20.670399,20.793940,20.898768
