1,48,112
2,48,36
3,48,36
4,48,38
5,48,37
6,48,36
7,48,40
8,48,35
9,48,35
10,48,37
11,48,35
12,48,36
13,48,36
14,48,38
15,48,35
16,48,36
17,48,35
18,48,37
19,48,37
20,48,36
21,48,35
22,48,36
23,48,37
24,48,35
25,48,36
26,48,41
27,48,36
28,48,37
29,48,36
30,48,38
31,48,35
32,48,40
33,48,36
34,48,35
35,48,35
36,48,37
37,48,37
38,48,37
39,48,37
40,48,37
41,48,37
42,48,35
43,48,38
44,48,37
45,48,35
46,48,37
47,48,36
48,48,37
49,48,36
50,48,36
51,48,40
52,48,37
53,48,36
54,48,36
55,48,38
56,48,37
57,48,36
58,48,41
59,48,35
60,48,36
61,48,35
62,48,36
63,48,36
64,48,35
65,48,38
66,48,36
67,48,37
68,48,36
69,48,35
70,48,35
71,48,36
72,48,36
73,48,36
74,48,36
75,48,36
76,48,35
77,48,41
78,48,37
79,48,36
80,48,37
81,48,39
82,48,37
83,48,40
84,48,37
85,48,40
86,48,35
87,48,36
88,48,38
89,48,36
90,48,36
91,48,36
92,48,37
93,48,36
94,48,37
95,48,36
96,48,37
97,48,35
98,48,36
99,48,36
100,48,37
101,48,35
102,48,40
103,48,52
104,48,36
105,48,36
106,48,39
107,48,52
108,48,39
109,48,37
110,48,36
111,48,36
112,48,35
113,48,36
114,48,37
115,48,35
116,48,36
117,48,37
118,48,35
119,48,37
120,48,37
121,48,37
122,48,36
123,48,37
124,48,39
125,48,35
126,48,35
127,48,41
128,48,36
129,48,37
130,48,38
131,48,39
132,48,39
133,48,40
134,48,37
135,48,35
136,48,35
137,48,36
138,48,37
139,48,37
140,48,38
141,48,37
142,48,36
143,48,37
144,48,36
145,48,38
146,48,36
147,48,35
148,48,35
149,48,36
150,48,37
151,48,36
152,48,36
153,48,40
154,48,35
155,48,36
156,48,37
157,48,37
158,48,37
159,48,40
160,48,36
161,48,35
162,48,35
163,48,36
164,48,36
165,48,35
166,48,38
167,48,37
168,48,37
169,48,37
170,48,36
171,48,36
172,48,36
173,48,38
174,48,37
175,48,36
176,48,37
177,48,36
178,48,37
179,48,40
180,48,37
181,48,37
182,48,39
183,48,36
184,48,35
185,48,39
186,48,37
187,48,36
188,48,35
189,48,36
190,48,37
191,48,36
192,48,35
193,48,35
194,48,38
195,48,36
196,48,36
197,48,36
198,48,35
199,48,37
200,48,37
201,48,36
202,48,35
203,48,35
204,48,37
205,48,40
206,48,36
207,48,35
208,48,36
209,48,36
210,48,36
211,48,39
212,48,37
213,48,36
214,48,97
215,48,113
216,48,135
217,48,83
218,48,75
219,48,77
220,48,76
221,48,73
222,48,77
223,48,82
224,48,73
225,48,73
226,48,74
227,48,73
228,48,73
229,48,76
230,48,80
231,48,74
232,48,78
233,48,72
234,48,74
235,48,80
236,48,83
237,48,162
238,48,79
239,48,63
240,48,36
241,48,35
242,48,35
243,48,43
244,48,37
245,48,36
246,48,35
247,48,36
248,48,41
249,48,36
250,48,36
251,48,78
252,48,80
253,48,43
254,48,36
255,48,38
256,48,35
257,48,35
258,48,38
259,48,35
260,48,35
261,48,37
262,48,37
263,48,36
264,48,36
265,48,35
266,48,36
267,48,36
268,48,38
269,48,36
270,48,36
271,48,42
272,48,36
273,48,36
274,48,36
275,48,37
276,48,39
277,48,37
278,48,39
279,48,35
280,48,37
281,48,36
282,48,36
283,48,36
284,48,38
285,48,36
286,48,49
287,48,36
288,48,35
289,48,37
290,48,35
291,48,36
292,48,36
293,48,37
294,48,37
295,48,36
296,48,36
297,48,40
298,48,35
299,48,35
300,48,35
301,48,36
302,48,38
303,48,37
