p-1,p1,p5,p10,p20
6.285515,6.234100,6.194684,6.233377,6.287987
7.584852,9.223856,7.560719,7.575980,7.586091
9.133903,9.889048,9.163891,9.220289,9.136206
12.290669,12.218766,12.263133,12.249589,12.258386
18.331481,18.351503,18.309785,18.312492,18.209632
