p-1,p1,p5,p10,p20
6.165232,7.237550,6.544934,7.164272
7.790326,9.495668,11.550877,16.157370
9.108429,13.029006,17.260511,26.304759
13.406583,20.901451,28.418738,47.643679
21.021982,32.026789,49.643517,83.544110
