p1,p5,p10,p20
11.545415,12.794013,11.482600,10.974133
12.538361,12.696242,12.302656,11.991738
13.689035,13.975080,12.519935,12.446537
15.954730,15.657994,15.457619,14.826306
23.230030,19.135463,18.469601,18.441288
