p1,p5,p10,p20
29.005359,28.972148,28.961198,29.061309
29.102134,29.053986,29.106037,29.104307
29.244641,29.200141,29.265303,29.275490
29.567734,29.483924,29.490739,29.541754
30.230687,30.022698,30.004805,30.121948
