p1,p5,p10,p20
20.153755,19.966196,19.893178,19.975890
20.101350,20.012516,20.005431,20.061609
20.137484,20.174291,20.185702,20.165878
20.230020,20.213216,20.176708,20.261116
20.265275,20.196498,20.234184,20.212899
