p-1,p1,p5,p10,p20
7.448680,7.753411,7.591921,7.021689,6.131291
8.176678,8.229935,8.020619,7.286753,6.757435
9.007404,9.033429,8.847949,7.212716,7.458424
10.644403,10.524514,9.920662,8.736435,8.898491
13.556396,13.599189,12.954343,11.870489,11.688528
