p1,p5,p10,p20
6.374074,10.666667,15.777778,25.740741
4.852593,9.174074,14.266667,24.512593
4.031481,8.403333,13.454815,23.531481
3.592963,7.811667,12.986481,24.120370
3.263704,7.479352,13.560093,119.722037
