p1,p5,p10,p20
7.157655,7.243987,7.238502,7.317890
8.213226,8.262880,8.219709,8.186129
9.410032,9.418645,9.347419,9.343097
11.791369,11.685032,11.589936,11.669103
15.095472,14.971730,15.951956,15.749969
