p1,p5,p10,p20
12.283909,12.774575,12.962769,14.384351
13.980742,15.540939,18.027735,22.802935
15.596774,19.049355,23.793871,31.805484
17.459363,24.914744,34.068718,52.396763
22.082170,37.210126,55.845994,87.441006
