p1,p5,p10,p20
7.200000,7.305316,7.314462,7.337278
8.242681,8.275818,8.244385,8.245975
9.398433,9.430189,9.382799,9.390596
11.720000,11.619346,11.601371,11.721558
14.912945,14.952338,16.134141,16.148257
