p-1,p1,p5,p10,p20
9.445545,7.513543,7.492583,7.500861,7.435000
10.050879,8.177883,8.197908,8.099968,8.183657
9.224695,9.000962,8.989263,8.919776,8.952917
10.669812,10.165363,10.354622,10.992570,10.867616
13.557339,12.466612,12.808074,11.638983,11.215817
