p-1,p1,p5,p10,p20
4.000000,61.000000,68.000000,63.000000,78.000000
4.000000,56.000000,60.000000,64.000000,73.000000
4.000000,55.000000,59.000000,64.000000,74.000000
3.000000,531.200000,15463.000000,39061.800000,86471.600000
3.000000,262259.900000,295408.200000,350102.900000,439542.300000
