p-1,p1,p5,p10,p20
9.651462,7.761694,7.740033,7.755216,7.678715
11.026328,9.107180,9.123410,9.043803,9.126131
11.021484,10.722871,10.715871,10.690161,10.725599
13.866139,13.857089,14.350485,15.789972,15.358634
19.808988,18.761680,19.530788,17.019419,15.869082
