p-1,p1,p5,p10,p20
19.796929,20.308374,20.388160,20.438023,20.542281
19.915560,20.433190,20.556331,20.562731,20.763967
19.997591,20.504404,20.589618,20.632424,20.690003
20.031492,20.566084,20.777444,20.889338,20.985687
20.138214,20.727560,20.821155,20.888520,20.983656
