p1,p5,p10,p20
41.798333,7.757919,7.775872,7.739094
9.503264,9.124272,9.106139,9.083267
10.749416,10.637955,10.679450,10.636124
13.819169,13.766454,13.824299,15.785943
19.905000,19.880776,22.749908,16.766944
