p1,p5,p10,p20
15.100000,30.000000,49.000000,86.000000
14.000000,30.000000,97.000000,84.000000
13.000000,28.000000,72.000000,84.000000
13.000000,28.000000,47.100000,138.000000
13.000000,30.000000,181.000000,1132.000000
