p1,p5,p10,p20
18.721328,18.818075,18.877593,18.317982
18.874032,18.967931,18.943255,18.508363
19.116965,19.191626,18.607155,18.646285
19.410739,19.469258,18.952541,18.934940
19.975387,20.020111,19.396537,19.376744
