p1,p5,p10,p20
5.690936,6.014430,6.497550,7.595886
7.475083,9.417690,87.437591,16.204587
9.285831,13.113192,29.986482,26.272013
13.119135,20.767923,29.665637,47.235192
19.845356,34.414517,51.081900,83.215870
